UP000000212	GCA_000317975.2
UP000031344	GCA_000813665.1
UP000031352	GCA_000817115.1
UP000031366	GCA_000816675.1
UP000031368	GCA_000816845.1
UP000031370	GCA_000817105.1
UP000031376	GCA_000768265.1
UP000031386	GCA_000800295.1
UP000031392	GCA_000818035.1
UP000031395	GCA_000814645.1
UP000031397	GCA_000814735.1
UP000031399	GCA_000817085.1
UP000031400	GCA_000814325.1
UP000031403	GCA_000812945.1
UP000031408	GCA_000814475.1
UP000031419	GCA_000710755.1
UP000031443	GCA_000344595.1
UP000031449	GCA_000818095.1
UP000031461	GCA_000799115.1
UP000031466	GCA_000813005.1
UP000031483	GCA_000349625.1
UP000031488	GCA_000807915.1
UP000031496	GCA_000785555.1
UP000031501	GCA_000816465.4
UP000031512	GCA_000342415.1
UP000031513	GCA_000006355.1
UP000031515	GCA_000747805.1
UP000031518	GCA_000820845.2
UP000031521	GCA_000819565.1
UP000031524	GCA_000819445.1
UP000031526	GCA_000819545.1
UP000031532	GCA_000817735.2
UP000031535	GCA_000820515.1
UP000031549	GCA_000817785.1
UP000031552	GCA_000750955.1
UP000031560	GCA_000818655.1
UP000031561	GCA_000817775.1
UP000031563	GCA_000818695.2
UP000031565	GCA_000820525.1
UP000031567	GCA_000818175.1
UP000031572	GCA_000818395.1
UP000031573	GCA_000817655.1
UP000031584	GCA_000818195.1
UP000031599	GCA_000737335.3
UP000031623	GCA_000828835.1
UP000031625	GCA_000829235.1
UP000031627	GCA_000828815.1
UP000031631	GCA_000828615.1
UP000031636	GCA_000828715.1
UP000031637	GCA_000828635.1
UP000031641	GCA_000828855.1
UP000031643	GCA_000828475.1
UP000031649	GCA_000828975.1
UP000031651	GCA_000829195.1
UP000031652	GCA_000829415.1
UP000031668	GCA_000827895.1
UP000031671	GCA_000830415.1
UP000031675	GCA_000826685.1
UP000031680	GCA_000830455.1
UP000031737	GCA_000492115.1
UP000031760	GCA_000831385.1
UP000031765	GCA_000830315.1
UP000031773	GCA_000829965.1
UP000031774	GCA_000830005.1
UP000031776	GCA_000830295.1
UP000031777	GCA_000830275.1
UP000031802	GCA_000757725.1
UP000031809	GCA_000465895.2
UP000031838	GCA_000835205.1
UP000031842	GCA_000833025.1
UP000031843	GCA_000832305.1
UP000031850	GCA_000834295.1
UP000031928	GCA_000835165.1
UP000031938	GCA_000829435.1
UP000031940	GCA_000830205.1
UP000031941	GCA_000830195.1
UP000031944	GCA_000830185.1
UP000031959	GCA_000828085.2
UP000031967	GCA_000829455.1
UP000031969	GCA_000832065.1
UP000031972	GCA_000829515.1
UP000031977	GCA_000830505.1
UP000031979	GCA_000830255.1
UP000031980	GCA_000832075.1
UP000031981	GCA_000828075.2
UP000031982	GCA_000829535.1
UP000032025	GCA_000739895.2
UP000032061	GCA_000832125.1
UP000032066	GCA_000836635.1
UP000032077	GCA_000855665.1
UP000032079	GCA_000875945.1
UP000032087	GCA_000834565.1
UP000032117	GCA_000724685.2
UP000032120	GCA_000834055.1
UP000032141	GCA_000695525.1
UP000032142	GCA_000787975.1
UP000032160	GCA_000689395.1
UP000032180	GCA_000325765.3
UP000032214	GCA_000385635.1
UP000032215	GCA_000878305.1
UP000032221	GCA_000878195.1
UP000032229	GCA_000941055.1
UP000032232	GCA_000877395.1
UP000032233	GCA_000931935.2
UP000032234	GCA_000931445.1
UP000032254	GCA_000876225.1
UP000032261	GCA_000941095.1
UP000032266	GCA_000940805.1
UP000032279	GCA_000876205.1
UP000032287	GCA_000878205.1
UP000032292	GCA_000936425.1
UP000032296	GCA_000876675.1
UP000032298	GCA_000878325.1
UP000032300	GCA_000935025.1
UP000032303	GCA_000940995.1
UP000032304	GCA_000327365.1
UP000032309	GCA_000949635.1
UP000032320	GCA_000949425.1
UP000032336	GCA_000949255.1
UP000032343	GCA_000938305.1
UP000032356	GCA_000948415.1
UP000032360	GCA_000949295.1
UP000032361	GCA_000943555.1
UP000032366	GCA_000934465.1
UP000032368	GCA_000934435.1
UP000032409	GCA_000952975.1
UP000032410	GCA_000954115.1
UP000032414	GCA_000953635.1
UP000032417	GCA_000953535.1
UP000032420	GCA_000953435.1
UP000032430	GCA_000953135.1
UP000032431	GCA_000953215.1
UP000032434	GCA_000953195.1
UP000032438	GCA_000953735.1
UP000032444	GCA_000952835.1
UP000032448	GCA_000949935.1
UP000032452	GCA_000952155.1
UP000032458	GCA_000935125.1
UP000032461	GCA_000943375.1
UP000032503	GCA_000938265.1
UP000032512	GCA_000934845.1
UP000032515	GCA_000935205.1
UP000032516	GCA_000938255.1
UP000032530	GCA_000949945.1
UP000032531	GCA_000931385.1
UP000032566	GCA_000935585.1
UP000032568	GCA_000948975.1
UP000032611	GCA_000960975.1
UP000032614	GCA_000961515.1
UP000032633	GCA_000961095.1
UP000032666	GCA_000964225.1
UP000032668	GCA_000964385.1
UP000032670	GCA_000963965.1
UP000032673	GCA_000963945.1
UP000032676	GCA_000964205.1
UP000032677	GCA_000963905.1
UP000032679	GCA_000963885.1
UP000032680	GCA_000964365.1
UP000032721	GCA_000968195.1
UP000032722	GCA_000965765.1
UP000032726	GCA_000963865.1
UP000032733	GCA_000968135.1
UP000032735	GCA_000968175.1
UP000032737	GCA_000967915.1
UP000032740	GCA_000968055.1
UP000032743	GCA_000967825.1
UP000032747	GCA_000967805.1
UP000032749	GCA_000967895.1
UP000032760	GCA_000968475.1
UP000032761	GCA_000300115.1
UP000032801	GCA_000953555.1
UP000032809	GCA_000953715.1
UP000032810	GCA_000953415.1
UP000032891	GCA_000970375.1
UP000032900	GCA_000974365.1
UP000033046	GCA_000972765.1
UP000033049	GCA_000970045.1
UP000033067	GCA_000972865.1
UP000033070	GCA_000974685.1
UP000033094	GCA_000973505.1
UP000033103	GCA_000973085.1
UP000033104	GCA_000973545.1
UP000033109	GCA_000973725.1
UP000033121	GCA_000974785.1
UP000033140	GCA_000227095.3
UP000033163	GCA_000981585.1
UP000033166	GCA_000981525.1
UP000033187	GCA_000981545.1
UP000033188	GCA_000981445.1
UP000033200	GCA_000764535.1
UP000033201	GCA_000783375.1
UP000033202	GCA_000974765.1
UP000033220	GCA_000284415.2
UP000033358	GCA_000970895.1
UP000033364	GCA_000964835.1
UP000033378	GCA_000961725.1
UP000033384	GCA_000955815.1
UP000033393	GCA_000955955.1
UP000033406	GCA_000966985.1
UP000033409	GCA_000955975.1
UP000033411	GCA_000971295.1
UP000033423	GCA_000963235.1
UP000033425	GCA_000967865.1
UP000033428	GCA_000954095.1
UP000033431	GCA_000961655.1
UP000033434	GCA_000974945.1
UP000033439	GCA_000961585.1
UP000033442	GCA_000960765.1
UP000033446	GCA_000961595.1
UP000033448	GCA_000956545.1
UP000033449	GCA_000968645.1
UP000033451	GCA_000956535.1
UP000033452	GCA_000967655.1
UP000033454	GCA_000965065.1
UP000033457	GCA_000980835.1
UP000033468	GCA_000961745.1
UP000033483	GCA_000968615.1
UP000033484	GCA_000966955.1
UP000033488	GCA_000961765.1
UP000033493	GCA_000961575.1
UP000033495	GCA_000961695.1
UP000033503	GCA_000961805.1
UP000033511	GCA_000967555.1
UP000033514	GCA_000970455.1
UP000033519	GCA_000971275.1
UP000033540	GCA_000956085.1
UP000033551	GCA_000966975.1
UP000033558	GCA_000970795.1
UP000033562	GCA_000964795.1
UP000033566	GCA_000980815.1
UP000033569	GCA_000956015.1
UP000033572	GCA_000956415.1
UP000033580	GCA_000965195.1
UP000033581	GCA_000961645.1
UP000033583	GCA_000964075.1
UP000033602	GCA_000961835.1
UP000033603	GCA_000955875.1
UP000033604	GCA_000954015.1
UP000033607	GCA_000972705.2
UP000033608	GCA_000970435.1
UP000033614	GCA_000969305.1
UP000033616	GCA_000964595.1
UP000033618	GCA_000970345.1
UP000033632	GCA_000969415.1
UP000033633	GCA_000972145.1
UP000033636	GCA_000960885.1
UP000033640	GCA_000956525.1
UP000033641	GCA_000972385.1
UP000033642	GCA_000967645.1
UP000033647	GCA_000966595.1
UP000033649	GCA_000969445.1
UP000033651	GCA_000964085.1
UP000033664	GCA_000967625.1
UP000033676	GCA_000961715.1
UP000033680	GCA_000971055.1
UP000033681	GCA_000961845.1
UP000033682	GCA_000970735.1
UP000033684	GCA_000963695.1
UP000033695	GCA_000967245.1
UP000033699	GCA_000961885.1
UP000033718	GCA_000960725.1
UP000033732	GCA_000973155.1
UP000033741	GCA_000967725.1
UP000033747	GCA_000967665.1
UP000033750	GCA_000969625.1
UP000033764	GCA_000964065.1
UP000033765	GCA_000961795.1
UP000033769	GCA_000964615.1
UP000033772	GCA_000960475.2
UP000033774	GCA_000963705.1
UP000033816	GCA_001002705.1
UP000033817	GCA_001001185.1
UP000033821	GCA_000997765.1
UP000033822	GCA_000998045.1
UP000033825	GCA_001003925.1
UP000033827	GCA_000991645.1
UP000033829	GCA_001001625.1
UP000033836	GCA_000980875.1
UP000033838	GCA_001004505.1
UP000033842	GCA_000989185.1
UP000033847	GCA_000998055.1
UP000033854	GCA_000998275.1
UP000033858	GCA_000994415.1
UP000033859	GCA_000997705.1
UP000033860	GCA_001001955.1
UP000033862	GCA_000993245.1
UP000033865	GCA_001004695.1
UP000033866	GCA_000990405.1
UP000033869	GCA_000997185.1
UP000033870	GCA_001004885.1
UP000033874	GCA_001005725.1
UP000033875	GCA_001003935.1
UP000033876	GCA_000990255.1
UP000033877	GCA_000992455.1
UP000033880	GCA_000990905.1
UP000033882	GCA_001003425.1
UP000033884	GCA_000992015.1
UP000033894	GCA_001001055.1
UP000033896	GCA_001005035.1
UP000033900	GCA_000956475.1
UP000033902	GCA_000992095.1
UP000033903	GCA_000996885.1
UP000033905	GCA_001004815.1
UP000033907	GCA_000999615.1
UP000033908	GCA_000996425.1
UP000033909	GCA_000997465.1
UP000033910	GCA_000999555.1
UP000033911	GCA_000993865.2
UP000033913	GCA_001004625.1
UP000033924	GCA_000975275.1
UP000033926	GCA_000989955.1
UP000033930	GCA_000996765.1
UP000033934	GCA_000993135.1
UP000033935	GCA_000993535.1
UP000033936	GCA_000999175.1
UP000033945	GCA_000998625.1
UP000033946	GCA_001002985.1
UP000033947	GCA_000996895.1
UP000033948	GCA_000996785.1
UP000033953	GCA_000999975.1
UP000033954	GCA_001003745.1
UP000033956	GCA_000956575.1
UP000033957	GCA_000992695.1
UP000033958	GCA_000994005.1
UP000033960	GCA_000990585.1
UP000033964	GCA_001004915.1
UP000033965	GCA_001003845.1
UP000033966	GCA_001001265.1
UP000033973	GCA_001002165.1
UP000033978	GCA_001003005.1
UP000033982	GCA_001004165.1
UP000033986	GCA_000998315.1
UP000033988	GCA_000995805.1
UP000033990	GCA_000163555.2
UP000033995	GCA_000989855.1
UP000033997	GCA_000980895.1
UP000034000	GCA_000989745.1
UP000034004	GCA_000990305.1
UP000034006	GCA_001000965.1
UP000034011	GCA_000991485.1
UP000034016	GCA_001003305.1
UP000034020	GCA_001002025.1
UP000034022	GCA_000992745.1
UP000034024	GCA_001007995.1
UP000034025	GCA_000998135.1
UP000034029	GCA_001005905.1
UP000034032	GCA_000994085.1
UP000034033	GCA_000996865.1
UP000034034	GCA_000993785.2
UP000034036	GCA_000998435.1
UP000034038	GCA_000997395.1
UP000034041	GCA_001003255.1
UP000034043	GCA_001004085.1
UP000034044	GCA_000992045.1
UP000034048	GCA_000994905.1
UP000034050	GCA_000998825.1
UP000034053	GCA_000991565.1
UP000034054	GCA_001004575.1
UP000034056	GCA_001000065.1
UP000034059	GCA_001004025.1
UP000034062	GCA_000997345.1
UP000034063	GCA_001000775.1
UP000034066	GCA_001003905.1
UP000034070	GCA_000990745.1
UP000034071	GCA_000981765.1
UP000034072	GCA_000995875.1
UP000034075	GCA_000991805.1
UP000034076	GCA_000981035.1
UP000034081	GCA_000993085.1
UP000034083	GCA_000991205.1
UP000034087	GCA_000998125.1
UP000034090	GCA_000999115.1
UP000034096	GCA_000992425.1
UP000034097	GCA_001000565.1
UP000034098	GCA_000956465.1
UP000034106	GCA_001005265.1
UP000034107	GCA_001002215.1
UP000034108	GCA_000996735.1
UP000034112	GCA_000988865.1
UP000034117	GCA_001003165.1
UP000034119	GCA_001003815.1
UP000034120	GCA_001004125.1
UP000034128	GCA_001000765.1
UP000034131	GCA_000996185.1
UP000034132	GCA_000999035.1
UP000034135	GCA_000995645.1
UP000034136	GCA_001000955.1
UP000034137	GCA_000995525.1
UP000034143	GCA_001004115.1
UP000034150	GCA_000974925.2
UP000034153	GCA_001004355.1
UP000034154	GCA_000995915.1
UP000034155	GCA_000989435.1
UP000034156	GCA_001007935.1
UP000034160	GCA_000997915.1
UP000034161	GCA_000999705.1
UP000034163	GCA_000997355.1
UP000034164	GCA_001008285.1
UP000034166	GCA_000986785.1
UP000034167	GCA_000993445.1
UP000034170	GCA_000998935.1
UP000034172	GCA_001000865.1
UP000034173	GCA_000997945.1
UP000034175	GCA_001002365.1
UP000034176	GCA_000990205.1
UP000034178	GCA_000995365.1
UP000034180	GCA_001000595.1
UP000034181	GCA_000992855.1
UP000034182	GCA_001006355.1
UP000034183	GCA_000989585.1
UP000034185	GCA_001004425.1
UP000034190	GCA_000996575.1
UP000034191	GCA_000991245.1
UP000034192	GCA_001000425.1
UP000034196	GCA_000974985.2
UP000034197	GCA_000994725.1
UP000034198	GCA_000990045.1
UP000034201	GCA_001004205.1
UP000034202	GCA_001002725.1
UP000034204	GCA_000998865.1
UP000034207	GCA_000993275.1
UP000034208	GCA_000993655.1
UP000034211	GCA_000990825.1
UP000034212	GCA_001000895.1
UP000034213	GCA_000995585.1
UP000034219	GCA_000991965.1
UP000034221	GCA_000999675.1
UP000034222	GCA_000987045.1
UP000034223	GCA_001005635.1
UP000034224	GCA_001004105.1
UP000034231	GCA_000992285.1
UP000034235	GCA_000992645.1
UP000034236	GCA_000996985.1
UP000034238	GCA_000991465.1
UP000034246	GCA_000993685.1
UP000034249	GCA_000994995.1
UP000034251	GCA_000990505.1
UP000034254	GCA_000994975.1
UP000034256	GCA_000997755.1
UP000034258	GCA_000993015.1
UP000034262	GCA_000993105.1
UP000034264	GCA_001001555.1
UP000034265	GCA_001003245.1
UP000034269	GCA_000992505.1
UP000034272	GCA_000996605.1
UP000034280	GCA_000992685.1
UP000034283	GCA_001011035.1
UP000034284	GCA_001004965.1
UP000034290	GCA_001004655.1
UP000034291	GCA_000986645.1
UP000034292	GCA_000993855.1
UP000034294	GCA_000989665.1
UP000034301	GCA_000995945.1
UP000034302	GCA_000989705.1
UP000034303	GCA_000998855.1
UP000034304	GCA_000997595.1
UP000034313	GCA_001004995.1
UP000034315	GCA_000988085.1
UP000034316	GCA_000991185.1
UP000034318	GCA_001002845.1
UP000034319	GCA_000993525.1
UP000034320	GCA_000998355.1
UP000034323	GCA_001002345.1
UP000034324	GCA_000992885.1
UP000034325	GCA_000993365.1
UP000034328	GCA_001004005.1
UP000034329	GCA_001001755.1
UP000034330	GCA_000982955.1
UP000034333	GCA_000992085.1
UP000034342	GCA_000998345.1
UP000034344	GCA_000991535.1
UP000034347	GCA_001001805.1
UP000034349	GCA_000989445.1
UP000034350	GCA_000988165.1
UP000034356	GCA_001001705.1
UP000034368	GCA_001001195.1
UP000034371	GCA_000997505.1
UP000034375	GCA_000998665.1
UP000034376	GCA_001006065.1
UP000034378	GCA_000993055.1
UP000034379	GCA_000994175.1
UP000034380	GCA_000997305.1
UP000034383	GCA_001004435.1
UP000034388	GCA_001001935.1
UP000034390	GCA_000997835.1
UP000034392	GCA_001008165.2
UP000034403	GCA_001003405.1
UP000034406	GCA_000992725.1
UP000034407	GCA_001006285.1
UP000034410	GCA_001007875.1
UP000034415	GCA_000999445.1
UP000034416	GCA_000970885.2
UP000034417	GCA_001004925.1
UP000034426	GCA_001003515.1
UP000034427	GCA_001003225.1
UP000034431	GCA_000999715.1
UP000034432	GCA_001002135.1
UP000034439	GCA_001000505.1
UP000034442	GCA_001004195.1
UP000034446	GCA_000992935.1
UP000034449	GCA_000998635.1
UP000034452	GCA_000994705.1
UP000034453	GCA_000996275.1
UP000034456	GCA_001004265.1
UP000034457	GCA_000990565.1
UP000034461	GCA_001001445.1
UP000034467	GCA_000995665.1
UP000034471	GCA_000990445.1
UP000034472	GCA_001000545.1
UP000034475	GCA_001001305.1
UP000034480	GCA_001002965.1
UP000034481	GCA_000990145.1
UP000034485	GCA_000991855.1
UP000034487	GCA_001002835.1
UP000034489	GCA_000996145.1
UP000034491	GCA_000982415.1
UP000034492	GCA_000991695.1
UP000034493	GCA_000996905.1
UP000034499	GCA_000990165.1
UP000034502	GCA_001001375.1
UP000034504	GCA_000994815.1
UP000034505	GCA_001003145.1
UP000034508	GCA_000991925.1
UP000034509	GCA_000996225.1
UP000034512	GCA_001002005.1
UP000034516	GCA_000998185.1
UP000034518	GCA_000997825.1
UP000034522	GCA_000998385.1
UP000034524	GCA_000988325.1
UP000034531	GCA_000995995.1
UP000034534	GCA_000996245.1
UP000034535	GCA_000995345.1
UP000034536	GCA_000991055.1
UP000034538	GCA_001000345.1
UP000034539	GCA_000995465.1
UP000034541	GCA_000994125.1
UP000034543	GCA_000995105.1
UP000034546	GCA_000999395.1
UP000034552	GCA_000994445.1
UP000034562	GCA_000993945.1
UP000034567	GCA_000989335.1
UP000034569	GCA_001002245.1
UP000034575	GCA_001001215.1
UP000034580	GCA_000992955.1
UP000034581	GCA_000990575.1
UP000034584	GCA_001002895.1
UP000034588	GCA_001003965.1
UP000034591	GCA_000991215.1
UP000034595	GCA_000997715.1
UP000034601	GCA_000994545.1
UP000034602	GCA_001004225.1
UP000034604	GCA_001000135.1
UP000034605	GCA_000990175.1
UP000034608	GCA_001003885.1
UP000034610	GCA_000992905.1
UP000034611	GCA_000994885.1
UP000034612	GCA_000991295.1
UP000034620	GCA_000999285.1
UP000034625	GCA_000992305.1
UP000034626	GCA_000992395.1
UP000034634	GCA_000989975.1
UP000034639	GCA_001001285.1
UP000034647	GCA_001003385.1
UP000034653	GCA_001001865.1
UP000034654	GCA_001001345.1
UP000034661	GCA_001003565.1
UP000034665	GCA_000993695.1
UP000034666	GCA_001000585.1
UP000034669	GCA_000998925.1
UP000034674	GCA_000999315.1
UP000034675	GCA_000992525.1
UP000034676	GCA_000996545.1
UP000034680	GCA_001006365.1
UP000034681	GCA_000341585.2
UP000034682	GCA_000999225.1
UP000034687	GCA_000995725.1
UP000034688	GCA_000990245.1
UP000034696	GCA_001001585.1
UP000034699	GCA_001006005.1
UP000034700	GCA_001001385.1
UP000034705	GCA_001002565.1
UP000034706	GCA_000993265.1
UP000034708	GCA_001002185.1
UP000034711	GCA_001004565.1
UP000034712	GCA_000996205.1
UP000034715	GCA_000996375.1
UP000034716	GCA_000995965.1
UP000034718	GCA_001003415.1
UP000034721	GCA_001004585.1
UP000034722	GCA_000986845.1
UP000034723	GCA_001006045.1
UP000034727	GCA_001002015.1
UP000034729	GCA_001003975.1
UP000034734	GCA_000997045.1
UP000034735	GCA_000992535.1
UP000034736	GCA_001000645.1
UP000034737	GCA_000999945.1
UP000034739	GCA_001003345.1
UP000034740	GCA_001004665.1
UP000034744	GCA_001003065.1
UP000034745	GCA_000996945.1
UP000034746	GCA_000996715.1
UP000034748	GCA_000996695.1
UP000034749	GCA_000993955.1
UP000034751	GCA_000999925.1
UP000034752	GCA_001001025.1
UP000034753	GCA_000997225.1
UP000034759	GCA_000990665.1
UP000034764	GCA_000995265.1
UP000034765	GCA_000989635.1
UP000034766	GCA_000989525.1
UP000034772	GCA_001003335.1
UP000034773	GCA_000992565.1
UP000034777	GCA_001003045.1
UP000034778	GCA_000989765.1
UP000034781	GCA_000998305.1
UP000034783	GCA_000998765.1
UP000034785	GCA_000997105.1
UP000034786	GCA_000955965.1
UP000034788	GCA_000992845.1
UP000034789	GCA_001004985.1
UP000034790	GCA_001003725.1
UP000034793	GCA_000995445.1
UP000034794	GCA_001002605.1
UP000034796	GCA_000997685.1
UP000034798	GCA_000991105.1
UP000034799	GCA_000993565.1
UP000034801	GCA_001004905.1
UP000034803	GCA_000989425.1
UP000034805	GCA_001005745.2
UP000034809	GCA_000999065.1
UP000034810	GCA_000994475.1
UP000034811	GCA_001000795.1
UP000034813	GCA_000994675.1
UP000034814	GCA_001000145.1
UP000034815	GCA_001003625.1
UP000034816	GCA_000990695.1
UP000034818	GCA_000993615.1
UP000034824	GCA_000996065.1
UP000034826	GCA_000998775.1
UP000034827	GCA_000987955.1
UP000034837	GCA_000998685.1
UP000034838	GCA_000980885.2
UP000034839	GCA_000990805.1
UP000034841	GCA_000978885.1
UP000034843	GCA_000992325.1
UP000034845	GCA_000993495.1
UP000034846	GCA_001004485.1
UP000034847	GCA_001001985.1
UP000034849	GCA_000990355.1
UP000034852	GCA_000989505.1
UP000034853	GCA_001002525.1
UP000034854	GCA_000996345.2
UP000034855	GCA_000995575.1
UP000034858	GCA_001004775.1
UP000034862	GCA_000989195.1
UP000034863	GCA_001002975.1
UP000034867	GCA_000995125.1
UP000034869	GCA_000999025.1
UP000034875	GCA_000998265.1
UP000034877	GCA_001003465.1
UP000034879	GCA_000999515.1
UP000034881	GCA_000995905.1
UP000034882	GCA_000995305.1
UP000034883	GCA_000737325.2
UP000034884	GCA_000995545.1
UP000034885	GCA_001002355.1
UP000034887	GCA_000981385.1
UP000034889	GCA_000994555.1
UP000034891	GCA_001000715.1
UP000034893	GCA_000993165.1
UP000034894	GCA_000999095.1
UP000034895	GCA_000987765.1
UP000034896	GCA_000996845.1
UP000034897	GCA_000995075.1
UP000034898	GCA_001001205.1
UP000034905	GCA_001004295.1
UP000034908	GCA_001005825.1
UP000034911	GCA_001001925.1
UP000034913	GCA_001004445.1
UP000034914	GCA_001003325.1
UP000034916	GCA_000992445.2
UP000034917	GCA_000990725.1
UP000034919	GCA_000999835.1
UP000034922	GCA_001002085.1
UP000034927	GCA_000990225.1
UP000034934	GCA_000989365.1
UP000034938	GCA_000991765.1
UP000034942	GCA_000996165.1
UP000034945	GCA_000990515.1
UP000034946	GCA_000993645.1
UP000034948	GCA_000992365.1
UP000034952	GCA_000990495.1
UP000034953	GCA_000994105.1
UP000034954	GCA_000987375.1
UP000034956	GCA_001003475.1
UP000034960	GCA_000988235.1
UP000034981	GCA_000974285.1
UP000034982	GCA_000510545.1
UP000035009	GCA_000344135.1
UP000035011	GCA_000294675.1
UP000035013	GCA_001010805.1
UP000035018	GCA_000747085.1
UP000035021	GCA_000344155.1
UP000035029	GCA_000758775.1
UP000035032	GCA_000724605.1
UP000035034	GCA_000241305.2
UP000035036	GCA_000827125.1
UP000035037	GCA_001007635.1
UP000035039	GCA_000753945.1
UP000035054	GCA_001007625.1
UP000035062	GCA_000272005.1
UP000035067	GCA_001007665.1
UP000035068	GCA_000820505.1
UP000035083	GCA_000333035.1
UP000035088	GCA_000241265.2
UP000035100	GCA_000836695.1
UP000035159	GCA_001027025.1
UP000035170	GCA_001026885.1
UP000035194	GCA_001021935.1
UP000035199	GCA_001020985.1
UP000035213	GCA_001021975.1
UP000035237	GCA_001021385.1
UP000035265	GCA_001019615.1
UP000035268	GCA_001017655.1
UP000035282	GCA_001017685.1
UP000035287	GCA_001028705.1
UP000035310	GCA_001017705.1
UP000035337	GCA_001027545.1
UP000035352	GCA_001017435.1
UP000035366	GCA_001027185.1
UP000035368	GCA_001021025.1
UP000035397	GCA_001014645.1
UP000035479	GCA_001022135.1
UP000035489	GCA_001017175.1
